name,nick,birth_date,height,weight,association,class,locality,country
Santiago Ponzinibbio,Gente Boa,9/26/1986,72,170,Team Nogueira,Welterweight,La Plata,Argentina
Lyman Good,Cyborg,5/26/1985,72,170,Team Tiger Schulmann,Welterweight,"New York City, New York",United States
Jorge Lopez,Lil' Monster,11/21/1988,70,170,Wand Fight Team,Welterweight,"Las Vegas, Nevada",United States
Francis Carmont,Limitless,11/10/1981,72,170,Renzo Gracie Jiu-Jitsu,Welterweight,"Jackson, New Jersey",United States
Hyun Gyu Lim,The Ace,1/16/1985,74,170,Korean Top Team,Welterweight,Seoul,South Korea
Alex Karalexis,T-Rex,9/20/1977,68,170,Team Sityodtong,Welterweight,"Boston, Massachusetts",United States
Chris Clements,The Menace,2/9/1976,70,170,Adrenaline Training Center,Welterweight,"Chatam, Ontario",Canada
Dominic Waters,Sho Nuff,,73,170,Jackson-Wink MMA,Welterweight,"Santa Rosa, California",United States
Sean Pierson,The Punisher,3/10/1976,73,170,Tap Star,Welterweight,"Toronto, Ontario",Canada
William Macario,Patolino,7/1/1991,71,170,Pejor,Welterweight,"Rio de Janeiro, Rio de Janeiro",Brazil
Ryan McGillivray,The Kid,9/27/1986,71,170,Jackson-Wink MMA,Welterweight,"Edmonton, Alberta",Canada
Brock Jardine,The Machine,7/10/1985,71,170,The Pit Elevated Fight Team,Welterweight,"Orem, Utah",United States
Wendell de Oliveira Marques,The Machine / Negao,6/1/1983,71,170,War Machine,Welterweight,"Rio de Janeiro, Rio de Janeiro",Brazil
Elizeu Zaleski dos Santos,Capoeira,,71,170,CM System,Welterweight,"Francisco Beltrao, Parana",Brazil
Keita Nakamura,K-Taro,5/22/1984,71,170,K-Taro Dojo,Welterweight,Tokyo,Japan
Seth Baczynski,The Polish Pistola,10/26/1981,75,170,Power MMA Team,Welterweight,"Apache Junction, Arizona",United States
Sean Spencer,Black Magic,6/25/1987,70,170,Octagon MMA,Welterweight,"Bluefield, Virginia",United States
Dong Hyun  Kim,Maestro,,71,170,Busan Team M.A.D.,Welterweight,Busan,South Korea
James Wilks,Lightning,4/5/1978,73,170,Lightning MMA,Welterweight,"Leicestershire, East Midlands",England
Omari Akhmedov,Wolverine,10/12/1987,72,170,Jackson-Wink MMA,Welterweight,"Makhachkala, Dagestan",Russia
Delson Heleno,Pe de Chumbo,11/16/1977,71,170,CM System,Welterweight,"Teresopolis, Rio de Janeiro",Brazil
Nick Osipczak,Slick,12/30/1984,73,170,Team Rough House,Welterweight,"Nottingham, Nottinghamshire",England
Ricardo Funch,Golden Boy,8/14/1980,70,170,Team Link,Welterweight,"Ludlow, Massachusetts",United States
Jacob Volkmann,Christmas,9/5/1980,69,170,Minnesota Martial Arts Academy,Welterweight,"White Bear Lake, Minnesota",United States
Ryan Thomas,The Tank Engine,11/5/1984,72,170,American Top Team,Welterweight,"Danville, Illinois",United States
Edilberto de Oliveira,Crocota,11/22/1982,72,170,Champion Team,Welterweight,"Campo Formoso, Bahia",Brazil
Anton Zafir,The Professor,,,170,Whitsunday Martial Arts,Welterweight,"Airlie Beach, Queensland",Australia
Pawel Pawlak,Plastinho,2/8/1989,72,170,Gracie Barra Lodz,Welterweight,Lodz,Poland
Steve Kennedy,The Steamrolla,3/7/1983,72,170,Kickass MMA,Welterweight,"Perth, Western Australia",Australia
Marcio Alexandre Jr.,Lyoto,5/3/1989,73,170,Team Tavares,Welterweight,"Florianopolis, Santa Catarina",Brazil
Mike Rhodes,Biggie,12/4/1989,73,170,Roufusport,Welterweight,"Waterloo, Iowa",United States
Mikey Burnett,The Eastside Assassin,7/16/1974,66,170,Lion's Den,Welterweight,"Tulsa, Oklahoma",USA
Dan Lauzon,The Upgrade,3/30/1988,70,170,Lauzon MMA,Welterweight,"Bridgewater, Massachusetts",United States
Dominique Steele,Non-Stop Action Packed,1/25/1988,70,170,Team Vision,Welterweight,"Cincinnati, Ohio",United States
Rich Attonito,The Raging Bull,6/16/1977,70,170,American Top Team,Welterweight,"Deerfield Beach, Florida",United States
Vik Grujic,The Spartan,2/6/1977,71,170,Alliance MMA,Welterweight,"Melbourne, Victoria",Australia
Augusto Montano,Dodger,10/25/1984,73,170,Bonebreakers Team,Welterweight,Mexico City,Mexico
Aaron Simpson,A-Train,7/20/1974,72,170,Power MMA Team,Welterweight,"Phoenix, Arizona",United States
Ryan Madigan,The Lion,,72,170,Jungle Fight Team,Welterweight,"Cuyahoga Falls, Ohio",United States
Jesse Lennox,The Ox,3/10/1982,69,170,Miletich Martial Arts,Welterweight,"Cedar Rapids, Iowa",United States
Roger Zapata,Viva,,71,170,Bruno Tostes BJJ,Welterweight,"New York, New York",United States
Adam Cella,El Natural,,74,170,Finney's HIT Squad,Welterweight,"St. Louis, Missouri",United States
Zach Light,The Lisbon Outlaw,2/6/1974,68,170,Wolfslair,Welterweight,"Huntington Beach, California",United States
Danny Roberts,Hot Chocolate,,72,170,Next Generation UK,Welterweight,"Liverpool, Merseyside",England
Daniel Roberts,Ninja,8/5/1980,70,170,Cesar Gracie Fight Team,Welterweight,"Rockford, Illinois",United States
Shinsho Anzai,Animal,12/1/1985,69,170,Team Climb,Welterweight,Tokyo,Japan
Guilherme Vasconcelos,Bomba,3/23/1986,72,170,BH Rhinos,Welterweight,"Belo Horizonte, Minas Gerais",Brazil
Steve Montgomery,The Creepy Weasel,12/19/1990,76,170,American Top Team,Welterweight,"Boca Raton, Florida",United States
Kris McCray,Savage,9/24/1981,72,170,Iron Army,Welterweight,"Toms River, New Jersey",United States
Alberto Mina,Soldier of God,5/2/1982,72,170,Kings MMA,Welterweight,"Campina Grande, Paraiba",Brazil
Jake Hecht,Hitman,2/9/1984,72,170,Fiore MMA,Welterweight,"Moscow Mills, Missouri",United States
Aaron Wilkinson,The Daywalker,,70,170,Straight Blast Gym,Welterweight,Manchester,England
Enrique Marin,Wasabi,,,170,Crazy Seville,Welterweight,"Seville, Andalusia",Spain
Sai Wang,The Fire Kylin,1/16/1986,72,170,AKA Thailand,Welterweight,Beijing,China
Leandro Silva,Buscape,11/11/1985,70,170,Team Buscape,Welterweight,"Sao Paulo, Sao Paulo",Brazil
Bob Cook,Crazy Bob,,69,170,American Kickboxing Academy,Welterweight,"Fresno, California",United States
Jeff Joslin,The Inferno,4/30/1975,72,170,Joslin MMA,Welterweight,"Hamilton, Ontario",Canada
Richard Walsh,Filthy Rich,12/1/1988,72,170,VT1 Gym,Welterweight,"Sydney, New South Wales",Australia
Ben Alloway,Benny Blanco,2/19/1981,70,170,BBA Mixed Martial Arts,Welterweight,"Gold Coast, Queensland",Australia
Alex Morono,The Great White,8/16/1990,71,170,Gracie Barra Woodlands,Welterweight,"Houston, Texas",United States
Frank Lester,The Tank,6/10/1984,71,170,Jackson-Wink MMA,Welterweight,"Temecula, California",United States
Marco Beltran,Psycho,,68,170,Top Brother Mexico,Welterweight,Mexico City,Mexico
Roan Carneiro,Jucao,6/2/1978,71,170,American Top Team Atlanta,Welterweight,Rio de Janeiro,Brazil
Kyle Bradley,,8/19/1982,70,170,Team Voodoo,Welterweight,"Denham Springs, Louisiana",United States
Matt Hughes,,10/13/1973,69,170,HIT Squad,Welterweight,"Hillsboro, Illinois",United States
Nick Diaz,,8/2/1983,73,170,Cesar Gracie Fight Team,Welterweight,"Stockton, California",United States
Yan Cabral,,5/13/1983,72,170,Nova Uniao,Welterweight,"Visconde de Maua, Rio de Janeiro",Brazil
David Bielkheden,,6/6/1979,70,170,Brazilian Top Team,Welterweight,Stockholm,Sweden
Kelvin Gastelum,,10/24/1991,69,170,Yuma United Mixed Martial Arts,Welterweight,"Yuma, Arizona",United States
Neil Magny,,8/3/1987,75,170,Grudge Training Center,Welterweight,"Dolton, Illinois",United States
Amir Sadollah,,8/27/1980,71,170,Syndicate MMA,Welterweight,"Richmond, Virginia",United States
Ryan LaFlare,,10/1/1983,73,170,Long Island MMA,Welterweight,"Lindenhurst, New York",United States
Gil Castillo,,10/21/1965,69,170,Cesar Gracie Fight Team,Welterweight,"Concord, California",United States
Zak Cummings,,8/2/1984,72,170,Glory MMA and Fitness,Welterweight,"Springfield, Missouri",United States
Dante Rivera,,12/8/1974,72,170,Renzo Gracie Jiu-Jitsu,Welterweight,"Jackson, New Jersey",United States
Mike Pierce,,9/1/1980,68,170,Sports Lab,Welterweight,"Portland, Oregon",United States
Colton Smith,,8/14/1987,72,170,Vanguard,Welterweight,"Manassas, Virginia",United States
Michael Graves,,1/8/1991,70,170,American Top Team,Welterweight,"Coconut Creek, Florida",United States
Jake Shields,,1/9/1979,72,170,Cesar Gracie Fight Team,Welterweight,"San Francisco, California",United States
Jess Liaudin,Joker,,69,170,Pancrase London,Welterweight,,France
Jutaro Nakao,,11/30/1970,69,170,Jutaro Nakao MMA School,Welterweight,Osaka,Japan
Dhiego Lima,,1/31/1989,74,170,American Top Team Atlanta,Welterweight,"Goiania, Goias",Brazil
James Head,,2/9/1984,74,170,R-1 MMA,Welterweight,"Oklahoma City, Oklahoma",United States
Besam Yousef,,3/25/1985,71,170,Gladius MMA,Welterweight,Gothenburg,Sweden
Tom Speer,The Farm Boy,8/20/1984,71,170,,Welterweight,"Elgin, Minnesota",United States
Jason Von Flue,Livewire,,72,170,,Welterweight,"San Luis Obsipo, California",United States
Anthony Lapsley,The Recipe,2/13/1980,69,170,,Welterweight,"Fort Wayne, Indiana",United States
Julio Paulino,Dominican Demon,,72,170,,Welterweight,"Anchorage, Alaska",United States
Joao Marcos Pierini,,12/11/1971,73,170,Team JM,Welterweight,"Playa del Carmen, Quintana Roo",Mexico
Demian Maia,,11/6/1977,72,170,Demian Maia Jiu-Jitsu,Welterweight,"Santana de Parnaiba, Sao Paulo",Brazil
Viscardi Andrade,,3/8/1984,72,170,Gracie Fusion,Welterweight,"Jales, Sao Paulo",Brazil
Takenori Sato,,6/8/1985,70,170,Tribe Tokyo MMA,Welterweight,Akita,Japan
Hernani Perpetuo,,5/24/1985,72,170,Nova Uniao,Welterweight,"Rio de Janeiro, Rio de Janeiro",Brazil
Paulo Thiago,,1/25/1981,71,170,X-Gym,Welterweight,"Brasilia, Federal District",Brazil
Matt Veach,,5/31/1981,67,170,Finney's HIT Squad,Welterweight,"Granite City, Illinois",United States
Brian Melancon,,5/28/1982,68,170,Paradigm Training Center,Welterweight,"Houston, Texas",United States
Brock Larson,,8/23/1977,71,170,Get Sum Athletic Compound,Welterweight,"Brainerd, Minnesota",United States
Jon Manley,,7/7/1986,72,170,Team Link,Welterweight,"Adams, Massachusetts",United States
Nordine Taleb,,6/10/1981,73,170,Tristar Gym,Welterweight,"Montreal, Quebec",Canada
Warlley Alves,,1/4/1991,71,170,X-Gym,Welterweight,"Governador Valadares, Minas Gerais",Brazil
Kenny Robertson,,2/14/1984,70,170,Central Illinois Combat Club,Welterweight,"East Peoria, Illinois",United States
CJ Fernandes,,11/13/1977,72,170,HIT Squad,Welterweight,"Granite City, Illinois",USA
Sheldon Westcott,,8/20/1984,73,170,Complete Fitness and Martial Arts,Welterweight,"St. Albert, Alberta",Canada
Carlos Eduardo Rocha,Ta Danado,7/12/1981,70,170,American Kickboxing Academy,Welterweight,"Fortaleza, Ceara",Brazil
Edgar Garcia,,2/22/1984,70,170,Arizona Athletic Club,Welterweight,"Yuma, Arizona",United States
Mike Stumpf,,8/1/1986,70,170,Team Curran,Welterweight,"Crystal Lake, Illinois",United States
Igor Araujo,,12/6/1980,73,170,Jackson-Wink MMA,Welterweight,"Brasilia, Federal District",
Romie Aram,,,70,170,Millennia MMA,Welterweight,"Ontario, California",United States
Jordan Radev,,,67,170,Sportcentrum KOPS,Welterweight,,Bulgaria
T.J. Waldburger,,4/25/1988,71,170,Grapplers Lair Fight Team,Welterweight,"Belton, Texas",United States
Gideon Ray,,5/27/1973,70,170,MMA Masters Chicago,Welterweight,"Roselle, Illinois",United States
Luke Cummo,,4/27/1980,72,170,Serra-Longo Fight Team,Welterweight,"New Hyde Park, New York",United States
War Machine,,11/30/1981,71,170,Und1sputed,Welterweight,"Las Vegas, Nevada",United States
James Giboo,,6/1/1978,71,170,,Welterweight,"Yale, Iowa",USA
Brad Gumm,,,71,170,Gumm Mixed Martial Arts,Welterweight,"Littleton, Colorado",United States
Greg Soto,,6/3/1986,71,170,Pellegrino MMA,Welterweight,"Oakhurst, New Jersey",United States
Jason Tan,,,70,170,,Welterweight,Liverpool,England
Tom Breese,,9/26/1991,75,170,Tristar Gym,Welterweight,"Birmingham, West Midlands",England
Luiz Jorge Dutra Jr.,Besouro,5/6/1982,71,170,Renovacao Fight Team,Welterweight,"Rio de Janeiro, Rio de Janeiro",Brazil
Mickey Gall,,1/22/1992,,170,Miller Brothers MMA,Welterweight,"New Brunswick, New Jersey",United States
Jesse Sanders,,,73,170,,Welterweight,"Oskaloosa, Iowa",United States
Thiago de Oliveira Perpetuo,Bodao,12/14/1986,70,170,Furacao Fight Team,Welterweight,"Santo Andre, Sao Paulo",Brazil
Nate Loughran,,,74,170,Nor-Cal Fighting Alliance,Welterweight,"Santa Rosa, California",United States
Darren Till,,12/24/1992,72,170,Astra Fight Team,Welterweight,"Liverpool, Merseyside",England
Steven Lynch,,,70,170,,Welterweight,Antrim,Northern Ireland
Daniel Barrera,,12/23/1980,,170,,Welterweight,"Radcliff, Kentucky",United States
Erick Montano,Perry,,,170,Bonebreakers Team,Welterweight,,Mexico
Troy Mandaloniz,Rude Boy,1/2/1980,69,170,,Welterweight,"Hilo, Hawaii",United States
Mike Jackson,The Truth,3/22/1985,74,170,4oz. Fight Club,Welterweight,"Houston, Texas",United States
Anying Wang,Smiley,4/4/1991,72,170,Phuket Top Team,Welterweight,,Mongolia
Alvaro Herrera,El Chango,5/14/1990,72,170,UAG MMA,Welterweight,"Guadalajara, Jalisco",Mexico
Chris Indich,,4/22/1987,70,170,The Arena MMA,Welterweight,"Perth, Western Australia",Australia
Lance Benoist,,8/26/1988,71,170,St. Charles MMA,Welterweight,"St. Louis, Missouri",United States
Brendan O'Reilly,The Badger,6/24/1987,68,170,Gamebred Submission Fighting,Welterweight,"Brisbane, Queensland",Australia
Townsend Saunders,,7/16/1968,65,170,,Welterweight,"White Sands, New Mexico",United States
Marcus Davis,The Irish Hand Grenade,8/24/1973,68,170,Team Irish,Welterweight,"Bangor, Maine",United States
Bobby Voelker,Vicious,4/26/1979,72,171,Finney's MMA,Welterweight,"Kansas City, Kansas",United States
Paul Daley,Semtex,2/21/1983,69,171,Spirit Dojo,Welterweight,Nottingham,England
Anthony Torres,The Crush,,70,171,MMA Development,Welterweight,"Kailua, Hawaii",United States
John Howard,Doomsday,3/1/1983,67,171,Wai Kru MMA,Welterweight,"Boston, Massachusetts",United States
Alex Garcia,The Dominican Nightmare,7/14/1987,69,171,Tristar Gym,Welterweight,"Montreal, Quebec",Canada
Alan Jouban,Brahma,11/25/1982,72,171,Black House,Welterweight,"Lafayette, Louisiana",United States
Sean Strickland,Tarzan,2/27/1991,73,171,CQuence Jiu-Jitsu,Welterweight,"Riverside, California",United States
Renzo Gracie,,3/11/1967,70,171,Renzo Gracie Jiu-Jitsu,Welterweight,Rio de Janeiro,Brazil
Brian Gassaway,Mandingo,8/7/1972,72,171,,Welterweight,"Chicago, Illinois",United States
Bristol Marunde,,4/20/1982,73,171,Syndicate MMA,Welterweight,"Las Vegas, Nevada",United States
Chris Spang,The Kiss,11/26/1987,74,171,J-Sect MMA,Welterweight,"Las Vegas, Nevada",United States
Randy Brown,Rude Boy,7/8/1990,74,171,Budokan Martial Arts Academy,Welterweight,Spanish Town,Jamaica
Nick Catone,The Jersey Devil,9/1/1981,72,173,Nick Catone MMA Academy,Middleweight,"Englewood, New Jersey",United States
Carlos Newton,The Ronin,8/17/1976,69,174,Warrior MMA Fight Team,Middleweight,"Newmarket, Ontario",Canada
Lewis Gonzalez,Lethal,9/19/1987,70,174,MMAGOLD Fight Team,Middleweight,"Turlock, California",United States
Steve Bruno,Hollywood,11/3/1981,70,174,American Top Team,Middleweight,"Pompano Beach, Florida",United States
Tim McKenzie,The Wrecking Machine,,71,174,,Middleweight,"Stockton, California",United States
Ryan Jensen,,9/20/1977,70,175,Jackson-Wink MMA,Middleweight,"Omaha, Nebraska",United States
Adrian Serrano,,12/23/1963,68,175,Adrian Serrano Combat Sports Gym,Middleweight,"Milwaukee, Wisconsin",United States
Courtney Turner,,,74,175,,Middleweight,"Metairie, Louisiana",USA
Shonie Carter,Mr. International,5/3/1972,69,176,Iron Academy,Middleweight,"Chicago, Illinois",United States
Royce Gracie,,12/12/1966,72,176,Gracie Humaita,Middleweight,Rio de Janeiro,Brazil
Royce Gracie,,12/12/1966,72,176,Gracie Humaita,Middleweight,Rio de Janeiro,Brazil
Rory Markham,,3/25/1982,72,177,Miletich Martial Arts,Middleweight,"Bettendorf, Iowa",United States
Minoki Ichihara,,,67,178,,Middleweight,Tokyo,Japan
Johnny Rees,The Hater Hurter,,72,178,,Middleweight,"Greenwood, Indiana",United States
Pete Sell,Drago,8/25/1982,71,179,Serra-Longo Fight Team,Middleweight,"Bay Shore, New York",United States
Daniel Stittgen,The Anvil,11/17/1980,73,179,Midwest Training Center,Middleweight,"Schaumburg, Illinois",United States
Nah-Shon Burrell,The Rock-N-Rolla,2/5/1990,73,179,Fight Firm,Middleweight,"Philadelphia, Pennsylvania",United States
Nah-Shon Burrell,The Rock-N-Rolla,2/5/1990,73,179,Fight Firm,Middleweight,"Philadelphia, Pennsylvania",United States
Junie Allen Browning,Lunatik,5/12/1985,70,180,Legends MMA,Middleweight,"Lexington, Kentucky",United States
Yuki Sasaki,,9/12/1976,72,180,Grabaka,Middleweight,Tokyo,Japan
Fred Ettish,,10/12/1955,72,180,,Middleweight,"Bemiji, Minnesota",United States
Tulio Palhares,,,70,180,,Middleweight,Sao Paulo,Brazil
Eldo Dias Xavier,,7/16/1964,71,180,,Middleweight,,Brazil
Frank Trigg,Twinkle Toes,5/7/1972,68,181,Xtreme Couture,Middleweight,"Rochester, New York",United States
Dennis Hallman,Superman,12/2/1975,69,181,Victory Athletics,Middleweight,"Yelm, Washington",United States
Gasan Umalatov,Cobra,11/3/1982,71,181,Fight Nights Team,Middleweight,"Zinzeli, Astrakhan Oblast",Russia
Tom Egan,The Tank,,71,181,SBG MMA,Middleweight,"Kildare, County Kildare",Ireland
John Lober,The Machine,2/26/1968,71,182,Team Machine,Middleweight,"Huntington Beach, California",United States
Phillip Miller,,,71,182,Williams Combat Grappling,Middleweight,"Hesperia, California",United States
Wallid Ismail,,2/22/1968,67,182,Brazil Dojo,Middleweight,Rio De Janeiro,Brazil
Luigi Fioravanti,The Italian Tank,1/22/1981,69,183,Flawless MMA,Middleweight,"St. Louis, Missouri",United States
Thiago Santos,Marreta,1/7/1984,72,183,Tata Fight Team,Middleweight,"Rio de Janeiro, Rio de Janeiro",Brazil
Jon Fitch,,2/24/1978,72,183,American Kickboxing Academy,Middleweight,"Fort Wayne, Indiana",United States
,,,,183,,Middleweight,,
Daiju Takase,,4/20/1978,72,183,IamI,Middleweight,Tokyo,Japan
Ronaldo Souza,Jacare,12/7/1979,72,184,X-Gym,Middleweight,"Manaus, Amazonas",Brazil
Jesse Forbes,Kid Hercules,10/24/1984,74,184,Power MMA Team,Middleweight,"Tempe, Arizona",United States
Tor Troeng,The Hammer,1/25/1983,74,184,Renyi Fight Camp,Middleweight,Umea,Sweden
Crafton Wallace,,4/15/1972,72,184,Inferno MMA,Middleweight,"Naples, Florida",United States
Jules Bruchez,Cotton Mouth from the South,8/16/1977,72,184,Gladiator LA,Middleweight,"Lafayette, Louisiana",United States
Bartosz Fabinski,,4/26/1986,72,184,WCA Fight Team,Middleweight,Warsaw,Poland
Mike King,,8/4/1983,75,184,Buckeye MMA,Middleweight,"Perrysburg, Ohio",United States
Vitor Belfort,The Phenom,4/1/1977,72,185,Blackzilians,Middleweight,Rio de Janeiro,Brazil
Michael Bisping,The Count,2/28/1979,74,185,HB Ultimate,Middleweight,Manchester,England
Lyoto Machida,The Dragon,5/30/1978,73,185,APAM,Middleweight,"Belem, Para",Brazil
Chris Weidman,All-American,6/17/1984,74,185,Serra-Longo Fight Team,Middleweight,"Baldwin, New York",United States
Jesse Taylor,JT Money,1/2/1984,73,185,The Arena,Middleweight,"Poway, California",United States
Keith Jardine,The Dean of Mean,10/31/1975,74,185,Jackson-Wink MMA,Middleweight,"Albuquerque, New Mexico",United States
Dan Henderson,Hendo,8/24/1970,73,185,Team Quest,Middleweight,"Temecula, California",United States
Joey Beltran,Mexicutioner,12/9/1981,73,185,Blackline,Middleweight,"San Diego, California",United States
Justin Levens,The Executioner,4/18/1980,70,185,CSW,Middleweight,"Newport Beach, California",United States
James Zikic,The Messenger,3/31/1977,74,185,London Shootfighters,Middleweight,"Watford, Hertfordshire",England
Jason Miller,Mayhem,12/24/1980,72,185,Team Mayhem,Middleweight,"Mission Viejo, California",United States
Scott Smith,Hands of Steel,5/21/1979,72,185,Capital City Fighting Alliance,Middleweight,"Elk Grove, California",United States
Matt Lindland,The Law,5/17/1970,72,185,Team Quest,Middleweight,"Eagle Creek, Oregon",United States
Falaniko Vitale,Niko,7/14/1974,70,185,808 Top Team,Middleweight,"Honolulu, Hawaii",United States
Chris Leben,The Crippler,7/21/1980,71,185,Alliance MMA,Middleweight,"Portland, Oregon",United States
Dean Lister,The Boogeyman,2/13/1976,73,185,Victory MMA,Middleweight,"San Diego, California",United States
Tim Credeur,Crazy,7/9/1977,75,185,Gladiators Academy,Middleweight,"Lafayette, Louisiana",United States
David Terrell,The Soul Assassin,1/9/1978,72,185,Cesar Gracie Jiu-Jitsu,Middleweight,California,USA
Jorge Rivera,El Conquistador,2/28/1972,73,185,Rivera Athletic Center,Middleweight,"Milford, Massachusetts",United States
David Mitchell,Bulletproof,10/24/1979,72,185,Team Alpha Male,Middleweight,"Windsor, California",United States
Kazuhiro Nakamura,King Kaz,7/16/1979,71,185,Yoshida Dojo,Middleweight,"Fukuyama, Hiroshima",Japan
Kevin Casey,King,6/15/1981,71,185,Black House,Middleweight,"Los Angeles, California",United States
Rafael Natal,Sapo,12/25/1982,72,185,Renzo Gracie Jiu-Jitsu,Middleweight,"Belo Horizonte, Minas Gerais",Brazil
Anderson Silva,The Spider,4/14/1975,74,185,Team Nogueira,Middleweight,"Curitiba, Parana",Brazil
Yoel Romero,Soldier of God,4/30/1977,70,185,American Top Team,Middleweight,"Miami, Florida",United States
Rich Franklin,Ace,10/5/1974,73,185,Team Extreme,Middleweight,"Cincinnati, Ohio",United States
Brian Stann,All-American,9/24/1980,73,185,Jackson-Wink MMA,Middleweight,"Jacksonville, North Carolina",United States
Nate Marquardt,The Great,4/20/1979,72,185,High Altitude Martial Arts,Middleweight,"Aurora, Colorado",United States
Yushin Okami,Thunder,7/21/1981,74,185,Wajutsu Keishukai Tokyo,Middleweight,"Kawasaki, Kanagawa",Japan
Terry Martin,Dangerous,10/10/1980,67,185,Iron Academy,Middleweight,"Chicago, Illinois",United States
Wanderlei Silva,The Axe Murderer,7/3/1976,70,185,Wand Fight Team,Middleweight,"Curitiba, Parana",Brazil
Eric Schafer,Red,9/20/1977,75,185,Red Schafer MMA,Middleweight,"Milwaukee, Wisconsin",United States
Alessio Sakara,Legionarius,9/2/1981,73,185,American Top Team,Middleweight,"Rome, Lazio",Italy
Mark Weir,The Wizard,9/19/1967,74,185,Range,Middleweight,"Gloucester, Gloucestershire",England
Nate Quarry,Rock,3/18/1972,72,185,Team Quest,Middleweight,"Gresham, Oregon",United States
Bubba Bush,The Fightin' Texas Aggie,7/24/1985,72,185,Brazos Valley MMA,Middleweight,"College Station, Texas",United States
Wagner Silva Gomes,Wagnao,2/7/1987,72,185,Tata Fight Team,Middleweight,"Vicosa, Minas Gerais",Brazil
Cezar Ferreira,Mutante,2/15/1985,73,185,Blackzilians,Middleweight,"Ibitinga, Sao Paulo",Brazil
Clint Hester,Headbussa,11/21/1986,74,185,X3 Sports,Middleweight,"Atlanta, Georgia",United States
Rory Singer,Outburst,5/28/1976,74,185,Hardcore Gym,Middleweight,"Athens, Georgia",United States
C.B. Dollaway,The Doberman,8/10/1983,74,185,Power MMA Team,Middleweight,"Tempe, Arizona",United States
Drew McFedries,The Massacre,7/27/1978,72,185,Champions Gym,Middleweight,"Bettendorf, Iowa",United States
Logan Clark,The Pink Pounder,2/16/1985,74,185,Minnesota Martial Arts Academy,Middleweight,"Eyota, Minnesota",United States
Jason MacDonald,The Athlete,6/3/1975,74,185,Pure Fitness,Middleweight,"Edmonton, Alberta",Canada
Josh Bryant,The Beast,4/23/1980,72,185,Absolute Combat Alliance,Middleweight,"Broken Arrow, Oklahoma",United States
Tom Watson,Kong,7/13/1982,73,185,Jackson-Wink MMA,Middleweight,Southampton,England
Caio Magalhaes,Hellboy,12/14/1987,73,185,Dragon Fight,Middleweight,"Fortaleza, Ceara",Brazil
Dan Cramer,Cosmo,10/31/1985,73,185,American Top Team,Middleweight,"Bethel, Connecticut",United States
Eddie Gordon,Truck,7/22/1983,72,185,Serra-Longo Fight Team,Middleweight,"Freeport, New York",United States
Claudio Henrique da Silva,Hannibal,9/6/1982,71,185,London Shootfighters,Middleweight,"Rondonopolis, Mato Grosso",Brazil
Kendall Grove,Da Spyder,12/11/1982,78,185,Straight Rootless Fight Team,Middleweight,"Maui, Hawaii",United States
Lucio Linhares,Spartan,12/8/1973,74,185,Alliance Jiu-Jitsu,Middleweight,"Ipatinga, Minas Gerais",Brazil
Tomasz Drwal,Gorilla,1/22/1982,73,185,Alliance MMA,Middleweight,Krakow,Poland
Nick Ring,The Promise,2/10/1979,72,185,Champion's Creed MMA,Middleweight,"Calgary, Alberta",Canada
Anthony Smith,Lionheart,7/26/1988,76,185,Disorderly Conduct,Middleweight,"Omaha, Nebraska",United States
Forrest Petz,The Meat Cleaver,9/22/1975,69,185,Strong Style Fight Team,Middleweight,"Cleveland, Ohio",United States
Elvis Mutapcic,The King,7/19/1986,72,185,Roundkick Gym,Middleweight,"Des Moines, Iowa",United States
Jay Silva,Da Spyda Killa,5/25/1981,74,185,MPF Training Systems,Middleweight,"Huntington Beach, California",United States
Eugene Jackson,The Wolf,12/31/1970,68,185,Gladiators Training Academy,Middleweight,"East Palo Alto, California",United States
James Irvin,The Sandman,9/12/1978,74,185,Reign MMA,Middleweight,"Citrus Heights, California",United States
Dave Menne,The Warrior,7/29/1974,70,185,Menne Combat Academy,Middleweight,"Minneapolis, Minnesota",United States
LaVerne Clark,Fists of Fury,12/2/1973,71,185,Miletich Martial Arts,Middleweight,"Davenport, Iowa",United States
Ikuhisa Minowa,Minowaman,1/12/1976,69,185,Kuma Gym,Middleweight,"Nagoya, Aichi",Japan
Robert Whittaker,The Reaper,12/20/1990,71,185,PMA Super Martial Arts Centre,Middleweight,"Sydney, New South Wales",Australia
Mark Munoz,The Filipino Wrecking Machine,2/9/1978,72,185,Reign MMA,Middleweight,"Mission Viejo, California",United States
Lance Gibson,Fearless,11/20/1970,69,185,Gibson Kickboxing & Pankration,Middleweight,"Port Moody, British Columbia",Canada
Chuck O'Neil,Cold Steel,9/22/1985,74,185,Mass BJJ,Middleweight,"Bourne, Massachusetts",United States
Trevor Smith,Hot Sauce,1/5/1981,75,185,Ring Demon Jiu-Jitsu,Middleweight,"Tukwila, Washington",United States
Alan Belcher,The Talent,4/24/1984,74,185,Roufusport,Middleweight,"Biloxi, Mississippi",United States
Luke Barnatt,Bigslow,4/13/1988,78,185,Tsunami Gym,Middleweight,"Barking, Essex",England
Benji Radach,The Razor,4/5/1979,70,185,Reign MMA,Middleweight,"Castlerock, Washington",United States
Jesse Bongfeldt,Water,8/28/1980,72,185,Canadian Martial Arts Centre,Middleweight,"Kenora, Ontario",Canada
